"size","sex","age","wt_pctl","weight","hr","lo","hi","e_val","e_val_lo"
"Toy and Small","Female",3.5,50,8.9,3.05681806503445,2.40938341658218,3.87822735825751,3.71411401512673,3.06188248395818
"Medium","Female",3.5,50,25.8,2.16139803325125,1.44981223977063,3.22223894238983,2.79086324006227,1.90875994379878
"Standard","Female",3.5,50,50.45,2.52281966943415,1.88579194605241,3.37503779131474,3.18149465321242,2.47137933148985
"Large","Female",3.5,50,62.5,2.71787334998561,2.00374498397707,3.68651480384517,3.38152433491264,2.61077034009264
"Giant","Female",3.5,50,90.975,1.87942652019943,1.25378105664694,2.81727341955175,2.46373202777552,1.61501256845379
"Toy and Small","Male",3.5,50,11.245,6.62870354936586,5.32616192493454,8.24978875307392,6.509595157351,5.60310798384645
"Medium","Male",3.5,50,30.6,4.67284960144976,3.17382805364683,6.87986968061469,5.1069383302423,3.82497933813778
"Standard","Male",3.5,50,61.425,5.75642544886864,4.4169702715226,7.50207312057817,5.91371400598386,4.9035511305525
"Large","Male",3.5,50,74.25,6.32201597958345,4.84831480502257,8.24366561443249,6.30488240098863,5.24333496545538
"Giant","Male",3.5,50,106.925,4.3876718599753,2.97243199233554,6.47673837465745,4.87990872652488,3.63295281121302
"Toy and Small","Female",4,50,9,3.05397857282287,2.4121040532746,3.86665952930159,3.71139978143114,3.06478138236917
"Medium","Female",4,50,25.2,2.18666958847427,1.46032239258066,3.27429334334071,2.81913280865252,1.92351767081832
"Standard","Female",4,50,50,2.53092069182408,1.88184847229987,3.40386574296008,3.18994076190803,2.46664329632768
"Large","Female",4,50,64,2.72336187354695,2.01133337580494,3.68745429450302,3.38705604068693,2.61959469917991
"Giant","Female",4,50,90.35,1.88239662843996,1.2491149674674,2.83674214067459,2.46730192880035,1.60745520496653
"Toy and Small","Male",4,50,11.29,6.633155006063,5.3392894468167,8.24056192733488,6.51253048253959,5.61276416794738
"Medium","Male",4,50,31,4.6584063945643,3.1521679400285,6.88438895064752,5.0956021599849,3.80459930790109
"Standard","Male",4,50,61.8,5.76708966556687,4.40250347510021,7.55463871835584,5.92126346604453,4.89188646682574
"Large","Male",4,50,75,6.33654296793573,4.85897183453487,8.2634306498999,6.31469168825452,5.25154185169038
"Giant","Male",4,50,107.55,4.39746773812044,2.96363285569545,6.5250061156014,4.88782185010798,3.6244297827093
"Toy and Small","Female",4.5,50,8.9,3.05362844946394,2.37845705923406,3.92046039728729,3.71106502332965,3.02882218890679
"Medium","Female",4.5,50,25.5,2.1695891123262,1.43238533900635,3.28620852792987,2.80004328411391,1.8841107990868
"Standard","Female",4.5,50,51.1,2.51575133141853,1.84289027177703,3.43428193119241,3.17411500799626,2.41957446336094
"Large","Female",4.5,50,64.525,2.71561519054037,1.98333371232887,3.71826779187564,3.37924692646141,2.58695164252804
"Giant","Female",4.5,50,91.95,1.87841906132071,1.23218670008495,2.86357430224632,2.46252045457606,1.57973064872358
"Toy and Small","Male",4.5,50,11.345,6.60367327046281,5.23786358947813,8.32562740859195,6.49307117601234,5.53785263018736
"Medium","Male",4.5,50,30.25,4.6888464465919,3.13306403661552,7.01718213952212,5.11947431003123,3.78657125774617
"Standard","Male",4.5,50,62.15,5.74992729323461,4.31390642154193,7.66397335658175,5.90911038323183,4.82004959714897
"Large","Male",4.5,50,75.3,6.31887390808186,4.77985783994309,8.35342154584101,6.30275922636359,5.19040789151212
"Giant","Male",4.5,50,107.575,4.38457764345,2.91618807557362,6.59234610842446,4.87740747108811,3.57827349605073
"Toy and Small","Female",5,50,8.8,3.04162059339095,2.33192784621767,3.96729935239873,3.69957351519273,2.97870270045213
"Medium","Female",5,50,25.8,2.14455985636927,1.39984227133096,3.28546799288877,2.77193950459506,1.83744460812365
"Standard","Female",5,50,52.2,2.49208428509116,1.79771604239267,3.45465242426857,3.14933575548025,2.36433259926951
"Large","Female",5,50,65.05,2.69761787769043,1.94513547173577,3.74120071315196,3.36106515928241,2.54204413080893
"Giant","Female",5,50,93.55,1.86728757294178,1.21018752997483,2.88117568038014,2.44911112974592,1.54291476477468
"Toy and Small","Male",5,50,11.4,6.54921211196857,5.10932134262375,8.39488777692141,6.45700707869472,5.44188519687118
"Medium","Male",5,50,29.5,4.70320680411057,3.10311460913699,7.12837166152359,5.13071036930707,3.75820710103542
"Standard","Male",5,50,62.5,5.71100793289981,4.20961856001664,7.74787813780346,5.88148350946301,4.73458912315575
"Large","Male",5,50,75.6,6.27717684740411,4.67612471250727,8.42641109810326,6.27453263593931,5.10950655671101
"Giant","Male",5,50,107.6,4.35502084698001,2.85742072255628,6.63752678347734,4.85347244317653,3.5206246201608
"Toy and Small","Female",5.5,50,9,2.99377718918323,2.27511143487073,3.9394562046949,3.65358053335824,2.91686300084698
"Medium","Female",5.5,50,25.9,2.1194495763734,1.37376238157994,3.26990065168558,2.74358575462144,1.79939806723968
"Standard","Female",5.5,50,51.1,2.47344212023518,1.76366739003318,3.46886037397243,3.12974097322199,2.32219996466789
"Large","Female",5.5,50,63.425,2.66947722228594,1.90344617863568,3.74379308450485,3.33252451806453,2.49251922827094
"Giant","Female",5.5,50,93.925,1.84872898436407,1.18778282542842,2.87746108502203,2.42666171734962,1.50437360870984
"Toy and Small","Male",5.5,50,11.465,6.47135213552168,4.99604787522374,8.38230527565662,6.40518126776382,5.35633653306204
"Medium","Male",5.5,50,30.1,4.61892850113511,3.02611673144992,7.05012476117408,5.06453050740613,3.68470567272149
"Standard","Male",5.5,50,62.65,5.65313590339589,4.11785392776396,7.76082544521368,5.84022925738168,4.65856118290218
"Large","Male",5.5,50,75.8,6.21422286254269,4.58150571045347,8.4287935508272,6.23173569437654,5.03495869976557
"Giant","Male",5.5,50,106.95,4.30943602739276,2.80204542974352,6.62774367505192,4.81640643367368,3.46580624602396
"Toy and Small","Female",6,50,9.2,2.93784001850047,2.22747878570136,3.87474126788834,3.59937957372918,2.86445631495997
"Medium","Female",6,50,26,2.0883351247966,1.35110984662048,3.22782311472877,2.70822592946834,1.76583797339625
"Standard","Female",6,50,50,2.44848949187867,1.73618774761537,3.45302563047943,3.10340612247588,2.28786923767089
"Large","Female",6,50,61.8,2.63448835917888,1.86725712774512,3.71696474551972,3.29684554823174,2.44907439752273
"Giant","Female",6,50,94.3,1.82483788907686,1.16781376219101,2.85151059974052,2.39758640336247,1.46897949698093
"Toy and Small","Male",6,50,11.53,6.37515826756986,4.90492940502214,8.2860811197304,6.34071112304119,5.28683411458061
"Medium","Male",6,50,30.7,4.52357195238915,2.95843982242678,6.91672112216782,4.98895019224611,3.61939428590158
"Standard","Male",6,50,62.8,5.57900001240623,4.04212338922563,7.70022043893904,5.7870735149925,4.59521559025296
"Large","Male",6,50,76,6.13335751952899,4.5018616310195,8.35611521312878,6.17643937998206,4.97163637873856
"Giant","Male",6,50,106.3,4.25147504445324,2.75262226257803,6.56648037013262,4.7690080031583,3.41646106810131
"Toy and Small","Female",0.5,75,10.3,1.92027730418689,1.45053191065833,2.54214671037583,2.51257980898334,1.90977301296228
"Medium","Female",0.5,75,28.3,1.36006477514506,0.897814905638773,2.06030906924441,1.77916467843287,1
"Standard","Female",0.5,75,43.25,1.69847428709641,1.27133293689499,2.26912622194254,2.24025395370754,1.64313619648915
"Large","Female",0.5,75,51,1.79948121001098,1.33322442896049,2.42879784891681,2.36650500944141,1.73897433778064
"Giant","Female",0.5,75,72.425,1.21624474152809,0.806945434714997,1.83314906765311,1.55314659674896,1
"Toy and Small","Male",0.5,75,12.3,4.20908810993541,3.18530834098741,5.56191766091558,4.734151896476,3.83575538448886
"Medium","Male",0.5,75,31.25,3.02877775628406,2.0037580730432,4.57814484711164,3.68725999967475,2.61078557533838
"Standard","Male",0.5,75,50.8,3.81293418282499,2.85857069260388,5.08592182805602,4.40004371015108,3.52175786288512
"Large","Male",0.5,75,60.5,4.11304058102548,3.10257957765812,5.45259272090347,4.65455137832105,3.75769925589838
"Giant","Male",0.5,75,84.6875,2.83397291118541,1.90278535791347,4.2208662306187,3.49747233130929,2.49172975982905
"Toy and Small","Female",1,75,11.2,2.36393586592106,1.87659697937614,2.97783319466159,3.01323001989358,2.4603283555542
"Medium","Female",1,75,32,1.63624837717982,1.10660349069817,2.41939301143398,2.16033766267936,1.35204191745203
"Standard","Female",1,75,52.3,2.07077940652142,1.59750390443594,2.68426721121992,2.68816175998342,2.10965613290523
"Large","Female",1,75,60.6,2.24196678198018,1.69545331618383,2.96464373481906,2.88045198163506,2.23641392170464
"Giant","Female",1,75,91,1.54989804196711,1.05952198928238,2.26723368159683,2.04631792765124,1.24719039123829
"Toy and Small","Male",1,75,13.8,5.10629424614869,4.04003772177917,6.45395977064504,5.43961109387478,4.59346316763352
"Medium","Male",1,75,36,3.63251024174419,2.45911206501318,5.36581103566166,4.24252711803856,3.11463222289936
"Standard","Male",1,75,63.4,4.74675465313573,3.68586853553389,6.11299060719267,5.16468333313141,4.28948110798776
"Large","Male",1,75,74.8,5.21497363449435,4.04468471928761,6.72387389770672,5.52084836905574,4.5973670949598
"Giant","Male",1,75,110,3.62411353682972,2.47221437909034,5.31272653331351,4.23510924996388,3.12844810417281
"Toy and Small","Female",1.5,75,11.5,2.59630969378711,2.07745100648113,3.24475715914515,3.25766519511981,2.69579636925614
"Medium","Female",1.5,75,32.55,1.80042689893666,1.22464872446228,2.64691168468572,2.36766840624003,1.56722105332505
"Standard","Female",1.5,75,54.5125,2.28339971937594,1.76772282734872,2.94950893758955,2.92592891010894,2.32724140922613
"Large","Female",1.5,75,64.4,2.48237984953741,1.87797093876087,3.28131260724161,3.13914390098064,2.46198143254645
"Giant","Female",1.5,75,96.9,1.72156566090688,1.18142289877571,2.5086599623937,2.26947812519266,1.49321583059871
"Toy and Small","Male",1.5,75,14.1,5.61101820754395,4.49446080288939,7.00496159742892,5.81007342893589,4.96572517764654
"Medium","Male",1.5,75,37.8,3.95913360532255,2.70489323770795,5.7949565943226,4.52515559550237,3.36842174296392
"Standard","Male",1.5,75,66.25,5.25994440245778,4.12562650199722,6.7061366567122,5.55422134590379,4.66503155109042
"Large","Male",1.5,75,78.1,5.78474858317517,4.50361386313977,7.43032533149225,5.93374935179471,4.97303524576341
"Giant","Male",1.5,75,116.25,4.0262563496655,2.74912155243635,5.89669823033299,4.58187308793772,3.41295059936542
"Toy and Small","Female",2,75,11.8,2.68141195631348,2.11727735160206,3.39585651073087,3.34464561888859,2.74112534494871
"Medium","Female",2,75,33.1,1.86315709909089,1.25769201751923,2.76009891733267,2.44412484056283,1.62132009087391
"Standard","Female",2,75,56.725,2.3705977795032,1.80568831096218,3.11223913787812,3.02038879176817,2.37413505638471
"Large","Female",2,75,68.2,2.58828487753601,1.93352217837265,3.46477463885106,3.24939629248189,2.52830291140232
"Giant","Female",2,75,102.8,1.79808239422612,1.21765680322347,2.65518189350813,2.36478356682138,1.55552113720766
"Toy and Small","Male",2,75,14.4,5.79793100143885,4.60995627068385,7.29204398558406,5.94305769777024,5.05745105822239
"Medium","Male",2,75,39.6,4.06459984093327,2.76493938502386,5.97516602222807,4.61407395057667,3.42879634650616
"Standard","Male",2,75,69.1,5.48382185628264,4.23805939632634,7.0957717528713,5.71831458519452,4.75799371371033
"Large","Male",2,75,81.4,6.03368169109467,4.62785846831001,7.86655750143227,6.1077717865508,5.07157007223901
"Giant","Male",2,75,122.5,4.20597402262407,2.81114035371666,6.29289727764746,4.73158456688126,3.47484340396087
"Toy and Small","Female",2.5,75,11.9,2.74409626616528,2.13195332687617,3.53200242381272,3.4079077329804,2.7577247299427
"Medium","Female",2.5,75,34.3,1.88755521922922,1.25802069472405,2.83211931296647,2.47349532848258,1.62184907990019
"Standard","Female",2.5,75,57.3875,2.4310074090298,1.81454493763326,3.2569030946492,3.0848815763953,2.38499768067791
"Large","Female",2.5,75,69.15,2.6572145707686,1.95119716749263,3.61869594356698,3.32004451549278,2.54920000749749
"Giant","Female",2.5,75,103.4,1.84568590585362,1.2304178260445,2.76861761180587,2.42296938519877,1.57680456010978
"Toy and Small","Male",2.5,75,14.7,5.90468150112383,4.63384066427945,7.5240531895016,6.01804990754745,5.07628224586359
"Medium","Male",2.5,75,39.15,4.18499450156761,2.81972920537121,6.21129821430687,4.71426512472632,3.48336546191902
"Standard","Male",2.5,75,69.55,5.62852991017468,4.26932040841615,7.42046647219994,5.82262522678479,4.78363368592107
"Large","Male",2.5,75,82.6,6.19535669059277,4.67033540359634,8.21834862098269,6.218867541327,5.10496619887602
"Giant","Male",2.5,75,125.2,4.32205002617399,2.83266989416238,6.59452641031238,4.82668166460592,3.49618317848254
"Toy and Small","Female",3,75,12,2.78160189979624,2.17634392687389,3.55518676685627,3.44544355910678,2.80760117557518
"Medium","Female",3,75,35.5,1.89574733118046,1.26293666610639,2.84563592152062,2.48331280715083,1.6297411562309
"Standard","Female",3,75,58.05,2.46952523363019,1.8421435006564,3.31057535819721,3.12561527067657,2.41866715068471
"Large","Female",3,75,70.1,2.70214027108218,1.98985071569113,3.66940192398709,3.36563910705351,2.59456982023081
"Giant","Female",3,75,104,1.87656397045976,1.24858491690525,2.82038673345188,2.46028863319477,1.60659447703354
"Toy and Small","Male",3,75,15,5.95675052663789,4.71692304879213,7.52246251837559,6.0543820744658,5.14142707144412
"Medium","Male",3,75,38.7,4.26849553016318,2.88226090098483,6.32144511442303,4.78295827083603,3.54505739037659
"Standard","Male",3,75,70,5.72223260112552,4.3432189886373,7.53909623876857,5.88946092706734,4.84389380575431
"Large","Male",3,75,83.8,6.3009728242047,4.76515277347425,8.33179132311837,6.2906527944616,5.1789911771776
"Giant","Male",3,75,127.9,4.3991661350501,2.86165656192812,6.76274817224478,4.88919296547994,3.52479781823625
"Toy and Small","Female",3.5,75,12,2.80480749195102,2.2275978018177,3.53158234421189,3.46855217868525,2.86458791681009
"Medium","Female",3.5,75,35.2,1.91712968411024,1.2830352286575,2.86460273545438,2.50883511008173,1.66163575212001
"Standard","Female",3.5,75,58.225,2.48979792347148,1.86758772538685,3.31930522751687,3.14693621024252,2.44947324786588
"Large","Female",3.5,75,70.85,2.72574652594276,2.02677118423131,3.6657784467697,3.38945786685865,2.63749614722259
"Giant","Female",3.5,75,106.5375,1.8947216254999,1.26152772904453,2.84573216702576,2.48208479636575,1.62748304779378
"Toy and Small","Male",3.5,75,15.05,5.99898635074681,4.82993122748377,7.45100407054761,6.08373605088739,5.22915742648678
"Medium","Male",3.5,75,40.15,4.25773839378226,2.88697334391487,6.27935698405329,4.77414461022391,3.54968168994131
"Standard","Male",3.5,75,70.5,5.77146983738228,4.40753215953304,7.55748633887277,5.92436227980293,4.89594318741159
"Large","Male",3.5,75,84.4,6.35552460258067,4.85691509632454,8.31653264941265,6.32749176743391,5.24995865312657
"Giant","Male",3.5,75,128.8125,4.43797493567264,2.8893578824667,6.81660850986171,4.92045503493822,3.55202031540389
"Toy and Small","Female",4,75,12,2.81015459384399,2.23692131853627,3.53028458169905,3.47386455049183,2.87488704192499
"Medium","Female",4,75,34.9,1.92647930222469,1.28554276580299,2.88696930248129,2.51994911337934,1.66557504713476
"Standard","Female",4,75,58.4,2.49423005188528,1.86248260302793,3.34026397970835,3.15158682189541,2.44331004361386
"Large","Female",4,75,71.6,2.73200985842429,2.0318028993786,3.67352456717639,3.39576173715467,2.64331626518764
"Giant","Female",4,75,109.075,1.90084418760049,1.25680839821169,2.87490808517494,2.48940986894742,1.61989711389415
"Toy and Small","Male",4,75,15.1,6.00297219629972,4.84464831086581,7.43824378515255,6.0865008534539,5.24050941560722
"Medium","Male",4,75,41.6,4.2243442504205,2.85284407638762,6.25519091413396,4.74671650302344,3.51611248240164
"Standard","Male",4,75,71,5.78397859228622,4.39383625874384,7.61394061725676,5.9332053201129,4.88488931363578
"Large","Male",4,75,85,6.36963095558739,4.86452611491425,8.34042156459723,6.33699167594442,5.25581570733273
"Giant","Male",4,75,129.725,4.44854917529571,2.87818836214848,6.87571043830218,4.9289504541034,3.54105824743372
"Toy and Small","Female",4.5,75,12.1,2.79433149950825,2.19513609121197,3.55708630567545,3.45813081245479,2.82856876216755
"Medium","Female",4.5,75,35.525,1.90910983187683,1.25940100872094,2.89399510158435,2.49927970570021,1.6240687892358
"Standard","Female",4.5,75,58.675,2.48642464204341,1.82783794243549,3.38230614270056,3.14339408044696,2.40124847588891
"Large","Female",4.5,75,72.725,2.72556267283158,2.00380047501993,3.70730118898635,3.38927272385041,2.61083492951544
"Giant","Female",4.5,75,109.3375,1.89550677970435,1.23785558692866,2.90255663895325,2.48302484126471,1.58907025338756
"Toy and Small","Male",4.5,75,15.4,5.94118885083348,4.72427937851544,7.47155748700875,6.04354035757672,5.14716850849449
"Medium","Male",4.5,75,40.025,4.25708942041047,2.84412941922189,6.37200621423511,4.77361254949037,3.50751151959174
"Standard","Male",4.5,75,71.5,5.76845115627468,4.30671344127144,7.72631594743465,5.9222267973599,4.81418677574529
"Large","Male",4.5,75,85.375,6.35211774968116,4.78577577579226,8.43110956219732,6.32519582056347,5.19499768058091
"Giant","Male",4.5,75,128.1625,4.43184358613243,2.84693752737125,6.89907572017538,4.91552465399119,3.51028430337483
"Toy and Small","Female",5,75,12.2,2.76799658100595,2.14147790959481,3.57781186447556,3.43185415910226,2.7684681102572
"Medium","Female",5,75,36.15,1.88509255764222,1.22929533260473,2.89074061913868,2.47053975423923,1.57494474943194
"Standard","Female",5,75,58.95,2.46920930081385,1.78610827993669,3.41356380221345,3.12528236318039,2.35001801025593
"Large","Female",5,75,73.85,2.70874082656199,1.96494331266679,3.7340908606293,3.37230862931336,2.56538594762532
"Giant","Female",5,75,109.6,1.88296191098543,1.21392279709346,2.9207339764202,2.46798103521174,1.54923325499795
"Toy and Small","Male",5,75,15.7,5.85804056366312,4.58049195831844,7.49191125272069,5.985368776497,5.03415601943717
"Medium","Male",5,75,38.45,4.27902825542926,2.8270019376717,6.47685541589761,4.79157789620139,3.49057237863523
"Standard","Male",5,75,72,5.73098316133653,4.2030991461189,7.81427390925358,5.89567458209542,4.7292136525264
"Large","Male",5,75,85.75,6.31044780925328,4.68160309244511,8.50600761469324,6.29706285939223,5.11380057966484
"Giant","Male",5,75,126.6,4.39833012462437,2.80195113436075,6.90422743207179,4.88851808592479,3.46571247949357
"Toy and Small","Female",5.5,75,12.4,2.72528644124672,2.08825565866926,3.5566460246425,3.38899454351897,2.70813529439948
"Medium","Female",5.5,75,33.775,1.91049151664583,1.23920943544711,2.94540836340449,2.5009274048805,1.59129234686269
"Standard","Female",5.5,75,58.475,2.44493519947421,1.74947983393384,3.41684883339675,3.09964486009947,2.30451254692058
"Large","Female",5.5,75,72.8875,2.67995171528912,1.92605196611955,3.72894466121343,3.34316390286336,2.51944173505576
"Giant","Female",5.5,75,108.675,1.86298575019899,1.19180859824724,2.91214202561448,2.44391786426598,1.51138439588839
"Toy and Small","Male",5.5,75,15.75,5.79166439574024,4.48198673238352,7.48404189386049,5.93863405184114,4.95575135695823
"Medium","Male",5.5,75,39.225,4.21023408735887,2.76097042007685,6.42023215513667,4.73509644270718,3.42482427670996
"Standard","Male",5.5,75,71.875,5.67254671753643,4.11271825595478,7.82397048862836,5.85408962242395,4.65428278355489
"Large","Male",5.5,75,85.875,6.24691613091777,4.58664644787529,8.50816856939082,6.25398826178944,5.03902778496407
"Giant","Male",5.5,75,126.8,4.35421914690105,2.74841149343884,6.89824810604241,4.85282215643756,3.41223831196407
"Toy and Small","Female",6,75,12.6,2.67521313922991,2.0438309118475,3.50164257660584,3.33835309268596,2.65720016994504
"Medium","Female",6,75,31.4,1.93700016212316,1.25520430112543,2.98913063371522,2.53242255742515,1.61731074718987
"Standard","Female",6,75,58,2.41371134339874,1.71890277719353,3.3893728758551,3.06649327216433,2.26611940146694
"Large","Female",6,75,71.925,2.64347666782249,1.89219849826123,3.69304219390473,3.30603174989167,2.47906255927451
"Giant","Female",6,75,107.75,1.83766577583337,1.1717972859299,2.88191101329388,2.41322272265706,1.47612688125317
"Toy and Small","Male",6,75,15.8,5.70879407014156,4.40294312270401,7.4019420253761,5.87990918681393,4.89224122541516
"Medium","Male",6,75,40,4.13133945455754,2.70323567133867,6.31390221346537,4.66978370936339,3.36674646787823
"Standard","Male",6,75,71.75,5.59778258181475,4.03734842069451,7.76132415836389,5.80057367657596,4.59120293295087
"Large","Male",6,75,86,6.16538451893485,4.50573330898044,8.43635511905671,6.19838346239711,4.97472692529655
"Giant","Male",6,75,127,4.29755793074264,2.69946616278785,6.84172464270314,4.80671763483995,3.36293493785279
