size,ageYears1,ageYears2,hr,lo,hi
Medium,Spayed/neutered at 2.5 years,2,0.9468834296771388,0.9137327056578444,0.9812368801570257
Medium,Spayed/neutered at 2.5 years,2.5,1,1,1
Medium,Spayed/neutered at 2.5 years,3,1.0397711452142537,1.01753393046707,1.062494332669478
Medium,Spayed/neutered at 2.5 years,3.5,1.068413204113473,1.0207031002206095,1.1183533923599316
Medium,Spayed/neutered at 2.5 years,4,1.089015104523165,1.0108698550366146,1.173201369069062
Medium,Spayed/neutered at 2.5 years,5,1.1190410290114117,0.9916456305771129,1.2628027452529984
Medium,Spayed/neutered at 2.5 years,6,1.1409396302222516,0.9906017519244408,1.3140934157271509
Medium,Spayed/neutered at 3 years,0.5,0.8009092373216242,0.687635502200631,0.9328424788630951
Medium,Spayed/neutered at 3 years,1,0.7997909926580061,0.6866290257780656,0.9316029586894183
Medium,Spayed/neutered at 3 years,1.5,0.8479582820266145,0.7598447959537648,0.9462896263637495
Medium,Spayed/neutered at 3 years,2,0.9106652305513099,0.8647998531345789,0.9589631162969383
Medium,Spayed/neutered at 3 years,2.5,0.9617500972235016,0.9411814908109079,0.9827682105312974
Medium,Spayed/neutered at 3 years,3,1,1,1
Medium,Spayed/neutered at 3 years,3.5,1.027546502931006,0.9998536167547145,1.056006397329223
Medium,Spayed/neutered at 3 years,4,1.0473603826530191,0.9875653781708298,1.1107758487674777
Medium,Spayed/neutered at 3 years,5,1.0762378184488022,0.9663205553948946,1.1986579767891758
Medium,Spayed/neutered at 3 years,6,1.0972988002923862,0.9638553663439782,1.2492171534929302
Medium,Spayed/neutered at 3.5 years,0.5,0.7794384342091427,0.6729850304018632,0.9027307373532899
Medium,Spayed/neutered at 3.5 years,1,0.778350167487951,0.6722234482308255,0.901231554512056
Medium,Spayed/neutered at 3.5 years,1.5,0.825226186462485,0.7397163798477997,0.9206207640873586
Medium,Spayed/neutered at 3.5 years,2,0.8862520848970822,0.8311619758308785,0.9449936123452353
Medium,Spayed/neutered at 3.5 years,2.5,0.9359674666598308,0.8941717410896531,0.9797168243966979
Medium,Spayed/neutered at 3.5 years,3,0.9731919646921755,0.9469639601891896,1.0001464046764772
Medium,Spayed/neutered at 3.5 years,3.5,1,1,1
Medium,Spayed/neutered at 3.5 years,4,1.0192827085348397,0.987214883902004,1.0523921963288076
Medium,Spayed/neutered at 3.5 years,5,1.04738599701222,0.9652139811910794,1.136553601703486
Medium,Spayed/neutered at 3.5 years,6,1.0678823753109015,0.9616914605568009,1.1857989950741574
Medium,Spayed/neutered at 4 years,0.5,0.7646930804207794,0.6631888588394678,0.8817330077991663
Medium,Spayed/neutered at 4 years,1,0.7636254014421415,0.6652819623433279,0.8765061834439798
Medium,Spayed/neutered at 4 years,1.5,0.8096146236491131,0.7256868028086626,0.9032489447094442
Medium,Spayed/neutered at 4 years,2,0.869486039031328,0.8006491856384077,0.9442412302806219
Medium,Spayed/neutered at 4 years,2.5,0.9182609091890042,0.8523685927791769,0.9892470282079776
Medium,Spayed/neutered at 4 years,3,0.9547811971529296,0.9002716444632866,1.012591188496504
Medium,Spayed/neutered at 4 years,3.5,0.981082080198773,0.9502160919554764,1.0129506922013396
Medium,Spayed/neutered at 4 years,4,1,1,1
Medium,Spayed/neutered at 4 years,5,1.02757163271981,0.9773858307578038,1.0803343236025578
Medium,Spayed/neutered at 4 years,6,1.0476802621776433,0.9726439385810984,1.12850539464406
Medium,Spayed/neutered at 5 years,0.5,0.7441749616975767,0.6431194216615688,0.8611097021246795
Medium,Spayed/neutered at 5 years,1,0.7431359305053512,0.6508425066201128,0.8485171229456822
Medium,Spayed/neutered at 5 years,1.5,0.7878911774804396,0.6978532611828631,0.8895459003792611
Medium,Spayed/neutered at 5 years,2,0.8461561329110845,0.7509133301220269,0.9534791467168264
Medium,Spayed/neutered at 5 years,2.5,0.893622283790099,0.7918893142726366,1.0084247529210864
Medium,Spayed/neutered at 5 years,3,0.9291626654054166,0.834266337323915,1.034853283847762
Medium,Spayed/neutered at 5 years,3.5,0.9547578474913799,0.8798529154288746,1.0360396963645246
Medium,Spayed/neutered at 5 years,4,0.9731681647859113,0.9256393860238843,1.0231374023753368
Medium,Spayed/neutered at 5 years,5,1,1,1
Medium,Spayed/neutered at 5 years,6,1.0195690780258364,0.9924624808949971,1.047416023151847
Medium,Spayed/neutered at 6 years,0.5,0.729891654951441,0.6282639953706686,0.8479585522857185
Medium,Spayed/neutered at 6 years,1,0.7288725663829124,0.6385252260121489,0.8320034923968771
Medium,Spayed/neutered at 6 years,1.5,0.7727688044502182,0.6791481462483631,0.8792950822736034
Medium,Spayed/neutered at 6 years,2,0.8299154526630856,0.7240888299364242,0.9512087883325699
Medium,Spayed/neutered at 6 years,2.5,0.8764705629562566,0.7609809074696963,1.0094874131378238
Medium,Spayed/neutered at 6 years,3,0.911328800991617,0.8005013357396707,1.0375000595713055
Medium,Spayed/neutered at 6 years,3.5,0.936432722479254,0.8433132463039928,1.0398345425891784
Medium,Spayed/neutered at 6 years,4,0.9544896817292922,0.8861277976570138,1.0281254633209445
Medium,Spayed/neutered at 6 years,5,0.9808065206687835,0.9547304775716868,1.0075947647897032
Medium,Spayed/neutered at 6 years,6,1,1,1
Large,Spayed/neutered at 0.5 years,0.5,1,1,1
Large,Spayed/neutered at 0.5 years,1,0.613660983181496,0.5625854963083372,0.6693734636786433
Large,Spayed/neutered at 0.5 years,1.5,0.6205408196647705,0.5616658998040633,0.6855871239549292
Large,Spayed/neutered at 0.5 years,2,0.7372088294327955,0.6672493778050989,0.8145033570228676
Large,Spayed/neutered at 0.5 years,2.5,0.8275154547375008,0.7464287026446536,0.9174108999334815
Large,Spayed/neutered at 0.5 years,3,0.8771594876873793,0.791280201013318,0.9723594320376984
Large,Spayed/neutered at 0.5 years,3.5,0.8935264851628885,0.807705933350427,0.9884656614762796
Large,Spayed/neutered at 0.5 years,4,0.8901685663791812,0.8050537907455446,0.9842821506818078
Large,Spayed/neutered at 0.5 years,5,0.8784144270179493,0.7905534852905669,0.9760401034847973
Large,Spayed/neutered at 0.5 years,6,0.8812568063591426,0.7907490083179355,0.982123974339609
Large,Spayed/neutered at 1 years,0.5,1.6295642503056784,1.493934334510885,1.7775076082870225
Large,Spayed/neutered at 1 years,1,1,1,1
Large,Spayed/neutered at 1 years,1.5,1.0112111355810924,0.9779872905400948,1.045563649562868
Large,Spayed/neutered at 1 years,2,1.2013291534533799,1.1233897865429323,1.2846758553664845
Large,Spayed/neutered at 1 years,2.5,1.3484896016156802,1.2381683751671206,1.4686404871390581
Large,Spayed/neutered at 1 years,3,1.4293877429517972,1.3069863859853172,1.5632521819732144
Large,Spayed/neutered at 1 years,3.5,1.456058816922725,1.3357974798148664,1.5871472362953103
Large,Spayed/neutered at 1 years,4,1.4505868725173916,1.3366275852101106,1.5742621938997452
Large,Spayed/neutered at 1 years,5,1.4314327472211965,1.3206697204529818,1.5514853396611736
Large,Spayed/neutered at 1 years,6,1.4360645869815145,1.3243067318452613,1.5572536546037548
Large,Spayed/neutered at 1.5 years,0.5,1.6114975329749002,1.458603822999658,1.7804178611321233
Large,Spayed/neutered at 1.5 years,1,0.9889131604799328,0.9564219265064184,1.0225081753851306
Large,Spayed/neutered at 1.5 years,1.5,1,1,1
Large,Spayed/neutered at 1.5 years,2,1.1880102099182648,1.1428956467838753,1.234905621385163
Large,Spayed/neutered at 1.5 years,2.5,1.3335391138080868,1.2570844657176656,1.4146436588418234
Large,Spayed/neutered at 1.5 years,3,1.413540350433737,1.3240536216021095,1.5090750780067566
Large,Spayed/neutered at 1.5 years,3.5,1.4399157264877214,1.3484141970545158,1.537626423628375
Large,Spayed/neutered at 1.5 years,4,1.4345044486518623,1.3420470259427448,1.5333315252171904
Large,Spayed/neutered at 1.5 years,5,1.4155626820689837,1.3130741814856526,1.5260506490190473
Large,Spayed/neutered at 1.5 years,6,1.4201431693651763,1.311160398983911,1.5381845143107586
Large,Spayed/neutered at 2 years,0.5,1.3564677470960222,1.2277420238697978,1.4986900449266458
Large,Spayed/neutered at 2 years,1,0.8324113313369342,0.7784064718136436,0.8901629799193329
Large,Spayed/neutered at 2 years,1.5,0.8417436076317898,0.8097784824060683,0.8749705214242562
Large,Spayed/neutered at 2 years,2,1,1,1
Large,Spayed/neutered at 2 years,2.5,1.1224980245749165,1.098830647621066,1.1466751659161074
Large,Spayed/neutered at 2 years,3,1.1898385541071979,1.1531860033842478,1.2276560595473887
Large,Spayed/neutered at 2 years,3.5,1.2120398582995302,1.1647560553830107,1.2612431687454722
Large,Spayed/neutered at 2 years,4,1.207484949772084,1.1464497022096902,1.2717696215681118
Large,Spayed/neutered at 2 years,5,1.1915408388336755,1.10567091471775,1.2840796946991144
Large,Spayed/neutered at 2 years,6,1.1953964347350672,1.0985407241518095,1.300791681874724
Large,Spayed/neutered at 2.5 years,0.5,1.2084366452312527,1.0900241103223287,1.3397126831496753
Large,Spayed/neutered at 2.5 years,1,0.7415704198251579,0.6809018331967823,0.8076445983083891
Large,Spayed/neutered at 2.5 years,1.5,0.7498842663447461,0.7068917983336563,0.7954914942243783
Large,Spayed/neutered at 2.5 years,2,0.8908701646746275,0.8720865592315109,0.9100583444454963
Large,Spayed/neutered at 2.5 years,2.5,1,1,1
Large,Spayed/neutered at 2.5 years,3,1.059991668633701,1.0457456104926006,1.074431798995161
Large,Spayed/neutered at 2.5 years,3.5,1.0797701481555155,1.0489988585414314,1.1114440815206432
Large,Spayed/neutered at 2.5 years,4,1.0757123160455735,1.0263667548992843,1.1274303082874908
Large,Spayed/neutered at 2.5 years,5,1.0615081833083269,0.984567881937082,1.1444610817627214
Large,Spayed/neutered at 2.5 years,6,1.0649430186638902,0.9762672047762813,1.1616733896749578
Large,Spayed/neutered at 3 years,0.5,1.140043531463689,1.0284262866709457,1.2637748280816254
Large,Spayed/neutered at 3 years,1,0.699600234387712,0.6396920545076422,0.7651189107422226
Large,Spayed/neutered at 3 years,1.5,0.7074435474679981,0.6626575540037662,0.755256421405348
Large,Spayed/neutered at 3 years,2,0.8404501573327784,0.8145603910990178,0.8671627968647784
Large,Spayed/neutered at 3 years,2.5,0.9434036413597207,0.9307245010201933,0.9562555079996444
Large,Spayed/neutered at 3 years,3,1,1,1
Large,Spayed/neutered at 3 years,3.5,1.0186590896014367,1.0012663016197318,1.0363540040736536
Large,Spayed/neutered at 3 years,4,1.0148309160129054,0.9781704740189808,1.052865339376016
Large,Spayed/neutered at 3 years,5,1.0014306854661845,0.9369180443560383,1.0703854236072052
Large,Spayed/neutered at 3 years,6,1.0046711216481476,0.9280763074135686,1.0875873617404554
Large,Spayed/neutered at 3.5 years,0.5,1.1191610059747714,1.0116689319348675,1.2380743519512383
Large,Spayed/neutered at 3.5 years,1,0.6867854432648728,0.6300612678721487,0.7486164745112366
Large,Spayed/neutered at 3.5 years,1.5,0.6944850879844372,0.6503530276491186,0.7416118891245777
Large,Spayed/neutered at 3.5 years,2,0.8250553751614916,0.792868516381877,0.8585488741427204
Large,Spayed/neutered at 3.5 years,2.5,0.9261230287836901,0.8997303747677806,0.9532898838330852
Large,Spayed/neutered at 3.5 years,3,0.9816826946405227,0.9649212489836919,0.9987352998720885
Large,Spayed/neutered at 3.5 years,3.5,1,1,1
Large,Spayed/neutered at 3.5 years,4,0.9962419482360567,0.9766454667811454,1.016231634900509
Large,Spayed/neutered at 3.5 years,5,0.9830871738041732,0.9349685555597387,1.0336822404895583
Large,Spayed/neutered at 3.5 years,6,0.9862682539270391,0.925332614929839,1.0512166684820083
Large,Spayed/neutered at 4 years,0.5,1.123382736449081,1.015968845221164,1.2421530231836055
Large,Spayed/neutered at 4 years,1,0.6893761545384526,0.6352182018185998,0.7481515502635728
Large,Spayed/neutered at 4 years,1.5,0.6971048440733616,0.6521746820918939,0.7451303722367941
Large,Spayed/neutered at 4 years,2,0.8281676721426239,0.7863059339056899,0.8722580659863052
Large,Spayed/neutered at 4 years,2.5,0.9296165759969176,0.8869727846140211,0.9743105914397319
Large,Spayed/neutered at 4 years,3,0.9853858255805081,0.9497890780530901,1.0223166887171813
Large,Spayed/neutered at 4 years,3.5,1.0037722279920025,0.9840276228931822,1.0239130104149534
Large,Spayed/neutered at 4 years,4,1,1,1
Large,Spayed/neutered at 4 years,5,0.986795602759768,0.95707308630405,1.017441170962633
Large,Spayed/neutered at 4 years,6,0.9899886826421831,0.9462096182160153,1.035793309317067
Large,Spayed/neutered at 5 years,0.5,1.1384148179291758,1.0245480656272807,1.2649365521833749
Large,Spayed/neutered at 5 years,1,0.6986007564388018,0.6445436346942139,0.7571915858394981
Large,Spayed/neutered at 5 years,1.5,0.7064328642362923,0.6552862453436947,0.7615715959539843
Large,Spayed/neutered at 5 years,2,0.8392494553345208,0.7787678631849405,0.9044282405269519
Large,Spayed/neutered at 5 years,2.5,0.9420558557385506,0.8737737053144528,1.0156740010983867
Large,Spayed/neutered at 5 years,3,0.9985713584704881,0.9342429165655061,1.0673292141441455
Large,Spayed/neutered at 5 years,3.5,1.017203790921593,0.9674152856939806,1.0695546861480587
Large,Spayed/neutered at 5 years,4,1.0133810864208388,0.9828578089226218,1.0448522838122236
Large,Spayed/neutered at 5 years,5,1,1,1
Large,Spayed/neutered at 5 years,6,1.0032358067602472,0.98628728546578,1.0204755742040892
Large,Spayed/neutered at 6 years,0.5,1.1347430088301247,1.0182013942510781,1.2646237800881708
Large,Spayed/neutered at 6 years,1,0.6963475104569739,0.642156142670573,0.7551120718133184
Large,Spayed/neutered at 6 years,1.5,0.7041543568082744,0.6501170637828763,0.7626831932805126
Large,Spayed/neutered at 6 years,2,0.8365425652466729,0.7687626035237113,0.9102985242282271
Large,Spayed/neutered at 6 years,2.5,0.9390173769622251,0.8608271557979005,1.024309733142329
Large,Spayed/neutered at 6 years,3,0.9953505962822096,0.9194663667291147,1.0774976066212418
Large,Spayed/neutered at 6 years,3.5,1.0139229322431145,0.9512786754456938,1.0806924816713852
Large,Spayed/neutered at 6 years,4,1.0101125573790375,0.9654435793366277,1.05684827204082
Large,Spayed/neutered at 6 years,5,0.9967746299140811,0.9799352628111077,1.0139033674430307
Large,Spayed/neutered at 6 years,6,1,1,1
Giant,Spayed/neutered at 0.5 years,0.5,1,1,1
Giant,Spayed/neutered at 0.5 years,1,0.8455637080680746,0.7268769274035696,0.9836300444364895
Giant,Spayed/neutered at 0.5 years,1.5,0.9402532943034322,0.7922870290994656,1.115853503815809
Giant,Spayed/neutered at 0.5 years,2,1.1223431720319879,0.9463094694393563,1.3311228900130414
Giant,Spayed/neutered at 0.5 years,2.5,1.2641316878842472,1.0600379271994054,1.5075205172469912
Giant,Spayed/neutered at 0.5 years,3,1.3478054471779624,1.1307054017161355,1.606589586187049
Giant,Spayed/neutered at 0.5 years,3.5,1.379719791100996,1.1595621610675517,1.6416771483843526
Giant,Spayed/neutered at 0.5 years,4,1.3754472368733859,1.1519691831475416,1.6422792632815837
Giant,Spayed/neutered at 0.5 years,5,1.3269230938271652,1.0944574599531038,1.6087650377999168
Giant,Spayed/neutered at 0.5 years,6,1.2601063889648187,1.033651965779862,1.5361728745051557
Giant,Spayed/neutered at 1 years,0.5,1.1826429995260535,1.0166423907607343,1.375748716597782
Giant,Spayed/neutered at 1 years,1,1,1,1
Giant,Spayed/neutered at 1 years,1.5,1.111983976289264,1.0483645005739484,1.1794641680895632
Giant,Spayed/neutered at 1 years,2,1.3273312954694951,1.1779827841321922,1.4956146996924358
Giant,Spayed/neutered at 1 years,2.5,1.4950164911553623,1.286519934554426,1.7373025079479925
Giant,Spayed/neutered at 1 years,3,1.5939726768281015,1.3641730316106504,1.8624828636838937
Giant,Spayed/neutered at 1 years,3.5,1.6317159522531366,1.4048589437283514,1.895205892892967
Giant,Spayed/neutered at 1 years,4,1.626663045905767,1.4075245583109344,1.8799193586296885
Giant,Spayed/neutered at 1 years,5,1.5692763078241363,1.352487735875042,1.8208136495262672
Giant,Spayed/neutered at 1 years,6,1.4902559995673481,1.2812721293279141,1.7333265068455213
Giant,Spayed/neutered at 1.5 years,0.5,1.063543202729037,0.8961749876487973,1.2621688394124368
Giant,Spayed/neutered at 1.5 years,1,0.8992935341901607,0.8478426280806391,0.9538667128203309
Giant,Spayed/neutered at 1.5 years,1.5,1,1,1
Giant,Spayed/neutered at 1.5 years,2,1.1936604517439668,1.1141561615664033,1.2788380329508162
Giant,Spayed/neutered at 1.5 years,2.5,1.3444586640036775,1.2121498496840029,1.4912092755576147
Giant,Spayed/neutered at 1.5 years,3,1.433449321947292,1.2790202111332571,1.6065242290194508
Giant,Spayed/neutered at 1.5 years,3.5,1.4673916054961857,1.3059700634304439,1.6487653003505127
Giant,Spayed/neutered at 1.5 years,4,1.462847559489124,1.2927634762158693,1.6553089731210475
Giant,Spayed/neutered at 1.5 years,5,1.4112400369840594,1.219610133698225,1.6329795784392538
Giant,Spayed/neutered at 1.5 years,6,1.3401775846990067,1.1488539381580827,1.5633631908067
Giant,Spayed/neutered at 2 years,0.5,0.8909930802978139,0.7512454390970639,1.0567367571545625
Giant,Spayed/neutered at 2 years,1,0.7533914128396155,0.66862140376505,0.8489088410037245
Giant,Spayed/neutered at 2 years,1.5,0.8377591789515818,0.7819598527990133,0.8975402501872718
Giant,Spayed/neutered at 2 years,2,1,1,1
Giant,Spayed/neutered at 2 years,2.5,1.1263325864900604,1.085180524695693,1.1690452109294334
Giant,Spayed/neutered at 2 years,3,1.2008853270232667,1.134410144877376,1.271255881456935
Giant,Spayed/neutered at 2 years,3.5,1.229320786620932,1.1366194779510577,1.329582701804957
Giant,Spayed/neutered at 2 years,4,1.2255139703689397,1.101369394701449,1.3636519216847878
Giant,Spayed/neutered at 2 years,5,1.1822792946873655,1.0152146317623865,1.376836273744338
Giant,Spayed/neutered at 2 years,6,1.1227460730067254,0.950031523346301,1.3268599130394647
Giant,Spayed/neutered at 2.5 years,0.5,0.7910568254749477,0.6633408889360811,0.9433624725503699
Giant,Spayed/neutered at 2.5 years,1,0.6688889426411551,0.5756049941936398,0.7772907151620161
Giant,Spayed/neutered at 2.5 years,1.5,0.7437937861340338,0.6705966871256654,0.8249805090193193
Giant,Spayed/neutered at 2.5 years,2,0.887837226761107,0.8553989107101886,0.9215056640280387
Giant,Spayed/neutered at 2.5 years,2.5,1,1,1
Giant,Spayed/neutered at 2.5 years,3,1.0661906984024412,1.037232868557275,1.0959569830649987
Giant,Spayed/neutered at 2.5 years,3.5,1.0914367579933093,1.026794746778543,1.1601483163371389
Giant,Spayed/neutered at 2.5 years,4,1.0880569248093428,0.9859530123836368,1.2007345753358458
Giant,Spayed/neutered at 2.5 years,5,1.0496715702523112,0.9014852137677575,1.2222168356937726
Giant,Spayed/neutered at 2.5 years,6,0.9968157598152358,0.8405550384863054,1.182125635467492
Giant,Spayed/neutered at 3 years,0.5,0.7419468455879904,0.622436500645644,0.8844036638387359
Giant,Spayed/neutered at 3 years,1,0.6273633259447915,0.5369176917000205,0.733044838761635
Giant,Spayed/neutered at 3 years,1.5,0.6976179657621479,0.6224618228200358,0.7818484737735025
Giant,Spayed/neutered at 3 years,2,0.8327189761563515,0.7866236959737329,0.8815153888703057
Giant,Spayed/neutered at 3 years,2.5,0.9379185182335392,0.9124445716868911,0.964103655325671
Giant,Spayed/neutered at 3 years,3,1,1,1
Giant,Spayed/neutered at 3 years,3.5,1.0236787468027013,0.9872536326306459,1.0614477800028508
Giant,Spayed/neutered at 3 years,4,1.020508738670927,0.9458257119036422,1.101088786862907
Giant,Spayed/neutered at 3 years,5,0.9845064038029064,0.8623890830619204,1.1239159657350835
Giant,Spayed/neutered at 3 years,6,0.9349319603977396,0.8015366649767963,1.0905274939587009
Giant,Spayed/neutered at 3.5 years,0.5,0.724784848669899,0.609133166642506,0.8623944740309128
Giant,Spayed/neutered at 3.5 years,1,0.61285176419288,0.5276471563063442,0.711815235589491
Giant,Spayed/neutered at 3.5 years,1.5,0.6814813416230895,0.6065144625420058,0.7657143360340588
Giant,Spayed/neutered at 3.5 years,2,0.8134573260968991,0.7521156815912718,0.8798019208703545
Giant,Spayed/neutered at 3.5 years,2.5,0.9162234941020102,0.8619587564090384,0.9739044761744169
Giant,Spayed/neutered at 3.5 years,3,0.9768689670693484,0.9421094648644084,1.012910934888525
Giant,Spayed/neutered at 3.5 years,3.5,1,1,1
Giant,Spayed/neutered at 3.5 years,4,0.9969033174307096,0.9575565737861244,1.0378668493443277
Giant,Spayed/neutered at 3.5 years,5,0.9617337537561158,0.8718066143222024,1.0609369072439645
Giant,Spayed/neutered at 3.5 years,6,0.9133060184338421,0.807048825307016,1.0335531843320136
Giant,Spayed/neutered at 4 years,0.5,0.7270362491498851,0.608909837905285,0.8680787773052104
Giant,Spayed/neutered at 4 years,1,0.61475546673108,0.5319377107371884,0.7104671773542806
Giant,Spayed/neutered at 4 years,1.5,0.6835982283411909,0.6041168242533735,0.773536705203928
Giant,Spayed/neutered at 4 years,2,0.8159841700531174,0.7333249666560826,0.9079605850778817
Giant,Spayed/neutered at 4 years,2.5,0.9190695607908815,0.8328235236503452,1.0142471166880491
Giant,Spayed/neutered at 4 years,3,0.9799034169000483,0.9081919750078309,1.0572772419004368
Giant,Spayed/neutered at 4 years,3.5,1.0031063017999293,0.9635147327730431,1.0443247191610379
Giant,Spayed/neutered at 4 years,4,1,1,1
Giant,Spayed/neutered at 4 years,5,0.9647211890464579,0.9093859116797869,1.0234235659930975
Giant,Spayed/neutered at 4 years,6,0.9161430225628175,0.837188551689849,1.002543615887231
Giant,Spayed/neutered at 5 years,0.5,0.7536231788051556,0.6215948112395334,0.9136947177854211
Giant,Spayed/neutered at 5 years,1,0.6372364095565424,0.5492050217550689,0.739378238689176
Giant,Spayed/neutered at 5 years,1.5,0.7085966765349752,0.6123775295192398,0.8199341513895912
Giant,Spayed/neutered at 5 years,2,0.8458238290170121,0.7263027703943888,0.9850133840801977
Giant,Spayed/neutered at 5 years,2.5,0.9526789410516553,0.8181854240555976,1.1092805347527555
Giant,Spayed/neutered at 5 years,3,1.0157374255131766,0.8897462359171686,1.1595694097257014
Giant,Spayed/neutered at 5 years,3.5,1.0397888148299181,0.9425631186662526,1.1470433735782828
Giant,Spayed/neutered at 5 years,4,1.0365689189312948,0.9771125399380775,1.09964316266219
Giant,Spayed/neutered at 5 years,5,1,1,1
Giant,Spayed/neutered at 5 years,6,0.9496453824843835,0.910597026515895,0.9903682158116173
Giant,Spayed/neutered at 6 years,0.5,0.7935837868590627,0.6509684011456901,0.9674436203926025
Giant,Spayed/neutered at 6 years,1,0.6710256494792307,0.5769253490618446,0.780474324782625
Giant,Spayed/neutered at 6 years,1.5,0.7461697699000033,0.6396466322607973,0.8704326692767098
Giant,Spayed/neutered at 6 years,2,0.8906733446165523,0.7536590639092261,1.0525966511907885
Giant,Spayed/neutered at 6 years,2.5,1.003194411959693,0.8459337738704337,1.1896900907296057
Giant,Spayed/neutered at 6 years,3,1.0695965507207381,0.9169874263049719,1.2476035641226082
Giant,Spayed/neutered at 6 years,3.5,1.0949232566263198,0.9675360834443183,1.2390824057262977
Giant,Spayed/neutered at 6 years,4,1.0915326268627807,0.9974628376791568,1.1944740500589972
Giant,Spayed/neutered at 6 years,5,1.0530246536700711,1.0097254576980637,1.0981806121486872
Giant,Spayed/neutered at 6 years,6,1,1,1
